1548171248 1 0 0 0 0 0 0
1548193788 1 1 0 0 0 0 0
1548195168 1 2 0 0 0 0 0
1548195685 2 2 0 0 0 0 0
1548195851 2 2 0 0 1 0 0
1548196182 3 2 0 0 1 0 0
1548196660 4 2 0 0 1 0 0
1548294163 4 3 0 0 1 0 0
1548297685 4 4 0 0 1 0 0
1548297720 4 5 0 0 1 0 0
1548450695 4 6 0 0 1 0 0
1548451101 5 6 0 0 1 0 0
1548451659 5 7 0 0 1 0 0
1548452589 5 8 0 0 1 0 0
1548797460 5 8 0 1 1 0 0
1548797954 5 8 0 2 1 0 0
1548798339 5 8 0 3 1 0 0
1548799292 5 8 0 4 1 0 0
1549402113 5 8 0 5 1 0 0
1550870642 5 8 0 5 1 0 1
1551292101 5 8 0 5 1 1 1
1551654219 6 8 0 5 1 1 1
1551654222 6 8 1 5 1 1 1
1551654434 6 8 2 5 1 1 1
1551655215 6 8 3 5 1 1 1
1551716449 6 8 4 5 1 1 1
1552420321 6 8 5 5 1 1 1
1552420711 6 8 6 5 1 1 1
1552422652 6 8 7 5 1 1 1
1552423687 6 8 8 5 1 1 1
1552423855 6 8 9 5 1 1 1
1553018353 6 8 10 5 1 1 1
1553024583 6 8 11 5 1 1 1
1553024837 7 8 11 5 1 1 1
1553028753 8 8 11 5 1 1 1
1553037780 9 8 11 5 1 1 1
1553560732 10 8 11 5 1 1 1
1553622070 11 8 11 5 1 1 1
1553624268 12 8 11 5 1 1 1
1553624444 13 8 11 5 1 1 1
1553629395 14 8 11 5 1 1 1
1553667997 15 8 11 5 1 1 1
1553903360 16 8 11 5 1 1 1
1553917749 17 8 11 5 1 1 1
1554529407 18 8 11 5 1 1 1
1554612439 19 8 11 5 1 1 1
1554652885 20 8 11 5 1 1 1
1554668274 21 8 11 5 1 1 1
1554835776 22 8 11 5 1 1 1
1554992573 22 9 11 5 1 1 1
1555021906 23 9 11 5 1 1 1
1555021916 24 9 11 5 1 1 1
1555023132 25 9 11 5 1 1 1
1555023363 25 10 11 5 1 1 1
1555045146 25 11 11 5 1 1 1
1555073572 25 12 11 5 1 1 1
1555076779 26 12 11 5 1 1 1
1555076827 27 12 11 5 1 1 1
1555080647 27 13 11 5 1 1 1
1555080869 28 13 11 5 1 1 1
1555080989 29 13 11 5 1 1 1
1555082701 30 13 11 5 1 1 1
1555095161 31 13 11 5 1 1 1
1555095290 32 13 11 5 1 1 1
1555130925 33 13 11 5 1 1 1
