1548171248 2 0 0 0 0 0 0
1548193788 2 13 0 0 0 0 0
1548195168 2 15 0 0 0 0 0
1548195685 3 15 0 0 0 0 0
1548195851 3 15 0 0 1 0 0
1548196182 5 15 0 0 1 0 0
1548196660 5 15 0 0 1 0 0
1548294163 5 15 0 0 1 0 0
1548297685 5 25 0 0 1 0 0
1548297720 5 54 0 0 1 0 0
1548450695 5 64 0 0 1 0 0
1548451101 26 64 0 0 1 0 0
1548451659 26 66 0 0 1 0 0
1548452589 26 67 0 0 1 0 0
1548797460 26 67 0 4 1 0 0
1548797954 26 67 0 16 1 0 0
1548798339 26 67 0 90158 1 0 0
1548799292 26 67 0 90170 1 0 0
1549402113 26 67 0 90203 1 0 0
1550870642 26 67 0 90203 1 0 4
1551292101 26 67 0 90203 1 375956 4
1551654219 27 67 0 90203 1 375956 4
1551654222 27 67 0 90203 1 375956 4
1551654434 27 67 0 90203 1 375956 4
1551655215 27 67 55 90203 1 375956 4
1551716449 27 67 59 90203 1 375956 4
1552420321 27 67 59 90203 1 375956 4
1552420711 27 67 95 90203 1 375956 4
1552422652 27 67 1846 90203 1 375956 4
1552423687 27 67 1872 90203 1 375956 4
1552423855 27 67 2043 90203 1 375956 4
1553018353 27 67 10051 90203 1 375956 4
1553024583 27 67 12821 90203 1 375956 4
1553024837 28 67 12821 90203 1 375956 4
1553028753 56 67 12821 90203 1 375956 4
1553037780 316 67 12821 90203 1 375956 4
1553560732 460 67 12821 90203 1 375956 4
1553622070 460 67 12821 90203 1 375956 4
1553624268 573 67 12821 90203 1 375956 4
1553624444 1152 67 12821 90203 1 375956 4
1553629395 1358 67 12821 90203 1 375956 4
1553667997 1438 67 12821 90203 1 375956 4
1553903360 2851 67 12821 90203 1 375956 4
1553917749 2921 67 12821 90203 1 375956 4
1554529407 3557 67 12821 90203 1 375956 4
1554612439 4115 67 12821 90203 1 375956 4
1554652885 4163 67 12821 90203 1 375956 4
1554668274 4281 67 12821 90203 1 375956 4
1554835776 4532 67 12821 90203 1 375956 4
1554992573 4532 247 12821 90203 1 375956 4
1555021906 4641 247 12821 90203 1 375956 4
1555021916 4641 247 12821 90203 1 375956 4
1555023132 4781 247 12821 90203 1 375956 4
1555023363 4781 336 12821 90203 1 375956 4
1555045146 4781 406 12821 90203 1 375956 4
1555073572 4781 422 12821 90203 1 375956 4
1555076779 5053 422 12821 90203 1 375956 4
1555076827 5053 422 12821 90203 1 375956 4
1555080647 5053 431 12821 90203 1 375956 4
1555080869 5103 431 12821 90203 1 375956 4
1555080989 5103 431 12821 90203 1 375956 4
1555082701 5380 431 12821 90203 1 375956 4
1555095161 5913 431 12821 90203 1 375956 4
1555095290 5914 431 12821 90203 1 375956 4
1555130925 5917 431 12821 90203 1 375956 4
